IBGE,LEITO.SUS_CIRÚRGICOS,LEITO.SUS_CLÍNICOS,LEITO.SUS_GINECO-OBSTÉTRICOS,LEITO.SUS_ISOLAMENTO,LEITO.SUS_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),LEITO.SUS_PEDIÁTRICOS,LEITO.SUS_UCI,LEITO.SUS_UTI,EXSITENTE_CIRÚRGICOS,EXSITENTE_CLÍNICOS,EXSITENTE_GINECO-OBSTÉTRICOS,EXSITENTE_ISOLAMENTO,EXSITENTE_OUTRAS ESPECIALIDADES (EXCETO COMPLEMENTARES),EXSITENTE_PEDIÁTRICOS,EXSITENTE_UCI,EXSITENTE_UTI,Médico,Enfermeiro,Odontólogo,Out Prof Saude Sup,Tec Aux Enfermagem,Agente Combate Endemias,Out Tec Saude,QT_USO_Respirador/ventilador,QT_USO_Tomógrafo,QT_EXIST_Respirador/ventilador,QT_EXIST_Tomógrafo,30 dias-adulto_inf,30 dias-adulto_sup,30 dias-pediatrico_inf,30 dias-pediatrico_sup,30 dias-idoso_inf,30 dias-idoso_sup,30 dias-adulto_inf_uti,30 dias-adulto_sup_uti,30 dias-pediatrico_inf_uti,30 dias-pediatrico_sup_uti,30 dias-idoso_inf_uti,30 dias-idoso_sup_uti,60 dias-adulto_inf,60 dias-adulto_sup,60 dias-pediatrico_inf,60 dias-pediatrico_sup,60 dias-idoso_inf,60 dias-idoso_sup,60 dias-adulto_inf_uti,60 dias-adulto_sup_uti,60 dias-pediatrico_inf_uti,60 dias-pediatrico_sup_uti,60 dias-idoso_inf_uti,60 dias-idoso_sup_uti,90 dias-adulto_inf,90 dias-adulto_sup,90 dias-pediatrico_inf,90 dias-pediatrico_sup,90 dias-idoso_inf,90 dias-idoso_sup,90 dias-adulto_inf_uti,90 dias-adulto_sup_uti,90 dias-pediatrico_inf_uti,90 dias-pediatrico_sup_uti,90 dias-idoso_inf_uti,90 dias-idoso_sup_uti,Influenza -Leitos regulares Total_diarias,Influenza -Leitos regulares diarias_uti,Influenza -Leitos regulares diarias_uci,Influenza -UTI adulto Total_diarias,Influenza -UTI adulto diarias_uti,Influenza -UTI adulto diarias_uci,Influenza -UTI infantil-neonatal Total_diarias,Influenza -UTI infantil-neonatal diarias_uti,Influenza -UTI infantil-neonatal diarias_uci,Outras causas -Leitos regulares Total_diarias,Outras causas -Leitos regulares diarias_uti,Outras causas -Leitos regulares diarias_uci,Outras causas -UTI adulto Total_diarias,Outras causas -UTI adulto diarias_uti,Outras causas -UTI adulto diarias_uci,Outras causas -UTI infantil-neonatal Total_diarias,Outras causas -UTI infantil-neonatal diarias_uti,Outras causas -UTI infantil-neonatal diarias_uci
110140,6,12,8,0,0,14,0,0,6,12,8,0,0,14,0,0,"4,6",6,0,"3,65","31,6",0,"7,6",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0
110143,0,9,3,0,0,3,0,0,0,9,3,0,0,3,0,0,"4,15","4,8",0,"1,75","11,5","0,75","0,625",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0
110145,0,6,0,0,0,2,0,0,0,6,0,0,0,2,0,0,"3,3",1,0,"2,875",13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0
110146,0,5,2,0,0,2,0,0,0,5,2,0,0,2,0,0,1,7,0,"1,75",8,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0
110148,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"0,9",1,0,2,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110149,2,12,9,1,0,6,0,0,2,12,9,1,0,6,0,0,"26,075",13,0,11,58,0,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,0,0,0,0,0,0,0,0,2852,0,0,0,0,0,0,0,0
110150,9,12,7,0,0,8,0,0,9,12,7,0,0,8,0,0,"3,65","5,75",0,"3,5","24,5",0,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0
110155,0,6,0,0,0,3,0,0,0,6,0,0,0,3,0,0,"2,5",1,0,1,"7,35",0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0
110160,0,9,1,0,0,3,0,0,0,9,1,0,0,3,0,0,"5,375",4,1,1,"19,6",1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0
110170,0,10,10,0,0,5,0,0,0,10,10,0,0,5,0,0,"5,4","4,65",0,1,16,1,"0,6",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0
110175,0,8,1,0,1,2,0,0,0,8,1,0,1,2,0,0,3,5,"0,5",4,"10,4",0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0
110180,0,10,2,0,0,4,0,0,0,10,2,0,0,4,0,0,"5,7","5,25",1,2,17,11,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
120001,0,8,2,0,2,4,0,0,0,8,2,0,2,4,0,0,"2,5","4,25",0,"3,75","19,375",0,"1,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0
120005,0,7,2,0,0,3,0,0,0,7,2,0,0,3,0,0,"2,25","1,5",0,"1,75","7,7",0,"1,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0
120010,4,6,20,8,0,4,5,0,4,12,20,8,0,4,20,0,"24,45","23,65",5,"14,75","55,2","0,75","8,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,0,0,0,0,0,0,0,0,5302,0,0,0,0,0,0,0,0
120020,38,71,28,1,5,19,0,0,41,73,37,1,5,19,18,12,"100,975","73,95","8,25","43,15","274,125",0,"23,35",9,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,0,0,0,0,0,0,0,0,32421,0,0,0,0,0,0,0,0
120030,6,16,12,0,2,5,0,0,6,16,12,0,2,5,0,0,"6,5","8,5",0,"2,5","24,6",0,"3,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0
120032,0,7,2,0,0,1,0,0,0,7,2,0,0,1,0,0,1,"2,5",0,0,"4,75","2,5","0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120033,0,11,6,0,2,6,0,0,0,11,6,0,2,6,0,0,"4,75","5,5","0,75",4,"13,8",0,"4,95",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
120034,0,16,4,0,2,4,0,0,0,16,4,0,2,4,0,0,4,"4,75",0,3,"13,25","0,75","1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0
120035,0,8,3,0,0,2,0,0,0,8,3,0,0,2,0,0,"2,25","3,25",0,"2,5",12,0,"0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0
120038,0,29,9,2,2,12,0,0,0,29,9,2,2,12,0,0,"6,15","5,5","0,75","3,6","41,3","2,85","2,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0
120039,0,8,2,0,0,4,0,0,0,8,2,0,0,4,0,0,"1,5","3,75","0,625","1,5",9,0,"1,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
120040,178,267,131,19,74,87,38,59,213,292,141,19,76,129,43,70,"436,3","344,8",25,"250,725","1017,05","30,85","82,275",106,2,110,2,10,30,1,2,35,116,1,4,0,0,5,16,240,1548,18,127,838,3716,33,213,3,17,115,511,1526,1236,130,107,2741,1030,210,170,18,15,377,142,9329,0,19,410,595,0,345,350,19,123763,1,2384,7366,7120,0,2030,3918,1506
120042,0,8,2,0,1,5,0,0,0,8,2,0,1,5,0,0,"3,125","4,5",0,"1,5","16,25",0,"1,2",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0
120043,0,10,2,0,2,2,0,0,0,10,2,0,2,2,0,0,"1,5","2,25",0,"0,75","8,25",0,"0,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0
120045,9,13,3,0,2,3,0,0,9,13,3,0,2,3,0,0,"7,1","7,75",0,"4,25","23,625","0,75","6,475",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0
120050,6,24,10,0,4,10,0,0,6,24,10,0,4,10,0,0,"8,25","11,25","2,25","9,75","47,55",0,"5,05",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,0,0,0,0,0,0,0,0,6041,0,0,0,0,0,0,0,0
120060,4,14,14,0,2,8,0,0,4,14,14,0,2,8,0,0,13,"5,75","2,25","8,75",18,"1,75","3,25",0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,0,0,0,0,0,0,0,0,4227,0,0,0,0,0,0,0,0
120070,0,19,4,0,0,7,0,0,0,19,4,0,0,7,0,0,"5,375","10,5",0,"3,25",24,"1,5","2,55",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0
130002,2,8,8,0,0,4,0,0,2,8,8,0,0,4,0,0,"2,875","1,5",0,"1,75","24,25",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0
130006,4,13,6,1,0,7,0,0,4,13,6,1,0,7,0,0,"3,025","3,5","1,3",1,"12,75",0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0
130008,6,6,4,0,0,4,0,0,6,6,4,0,0,4,0,0,"2,125","5,9",0,"2,25","15,75","5,5","10,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0
130010,5,6,6,0,0,6,0,0,5,6,6,0,0,6,0,0,"2,95","1,5","0,5","1,5",7,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0,0,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0
130014,8,16,8,2,0,10,0,0,8,16,8,2,0,10,0,0,"5,25","6,5",0,"2,25",18,"0,75","2,5",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,0,0,0,0,0,0,0,0,3587,0,0,0,0,0,0,0,0
130020,7,10,8,1,0,5,0,0,7,10,8,1,0,5,0,0,"2,4","7,75",0,3,"27,25",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0
130030,3,12,8,2,0,8,0,0,3,12,8,2,0,8,0,0,"5,9","1,5",0,"1,625","17,25",0,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0
130040,4,12,8,0,1,5,0,0,4,12,8,0,1,5,0,0,"7,775","1,25",0,6,"26,25",3,"6,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,0,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,0
130050,6,10,8,0,0,7,0,0,6,10,8,0,0,7,0,0,2,"7,5",0,2,"26,925",1,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0
130060,2,12,15,4,0,5,0,0,2,12,15,4,0,5,0,0,"4,55","6,5",0,"6,5","36,75",0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,0,0,0,0,0,0,0,4494,0,0,0,0,0,0,0,0
130063,1,2,6,1,0,4,0,0,1,2,6,1,0,4,0,0,"2,25",2,0,"1,5",14,"0,5",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0
130068,2,8,7,0,0,5,0,0,2,8,7,0,0,5,0,0,"1,95",5,"0,8",2,"25,125","3,75",6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0
130070,2,32,8,0,1,18,0,0,2,32,8,0,1,18,0,0,"6,75","9,25","1,5","2,25","29,5","0,75","8,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,0,0,0,0,0,0,0,0,4175,0,0,0,0,0,0,0,0
130080,8,10,10,2,0,10,0,0,8,10,10,2,0,10,0,0,"3,85",11,0,"7,925","27,5","0,75","16,35",0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,0,0,0,0,0,0,0,0,4901,0,0,0,0,0,0,0,0
130083,3,7,4,1,0,4,2,0,3,7,4,1,0,4,2,0,"1,875","2,5",0,"1,35","14,25","1,5","2,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0
130090,0,7,5,0,0,4,0,0,0,7,5,0,0,4,0,0,2,"1,75",0,2,"15,75","0,75","2,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0
130100,6,22,12,0,0,10,0,0,6,22,12,0,0,10,0,0,"2,5","5,75",0,"1,8","24,375","2,25","3,75",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,0,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0
130110,4,6,5,0,0,5,0,0,4,6,5,0,0,5,0,0,"7,75","6,55",1,5,"11,25","11,5","6,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0
130120,15,24,30,3,0,32,0,0,15,28,30,3,0,32,0,0,"21,25",25,0,"19,5","91,95",0,"19,25",3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,0,0,0,0,0,0,0,0,13270,0,0,0,0,0,0,0,0
130130,10,10,14,0,3,10,0,0,10,10,14,0,3,10,0,0,"4,425",1,0,3,"21,25",0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,0,0,0,0,0,0,0,2221,0,0,0,0,0,0,0,0
130140,11,18,27,0,4,20,0,0,11,18,27,0,4,20,0,0,3,"5,75","0,5","4,75","32,875",3,"6,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,0,0,0,0,0,0,0,0,4858,0,0,0,0,0,0,0,0
130150,1,10,7,0,0,6,0,0,1,10,7,0,0,6,0,0,3,2,0,2,6,"29,5","7,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,0,0,0,0,0,0,0,2485,0,0,0,0,0,0,0,0
130160,6,29,8,2,0,15,0,0,6,29,8,2,0,15,0,0,"2,125","6,25",0,"4,75","37,05",1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0
130165,6,8,4,1,0,2,0,0,6,8,4,1,0,2,0,0,"5,875","7,5",1,"2,25",25,"1,5","2,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0
130170,10,8,10,2,2,8,0,0,10,8,10,2,2,8,0,0,"16,95","19,5",0,"14,125","92,75","3,5","14,25",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,0,0,0,0,0,0,0,0,4594,0,0,0,0,0,0,0,0
130180,3,12,7,0,0,4,0,0,3,12,7,0,0,4,0,0,"0,975","1,7",0,"0,75","14,25","4,5","4,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0,0,0,0,0,0,0,0,1870,0,0,0,0,0,0,0,0
130185,15,7,6,0,0,4,0,0,15,7,6,0,0,4,0,0,"8,1",11,"0,5","5,5",40,3,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0
130190,25,36,25,0,2,20,0,0,25,36,25,0,2,20,0,0,"14,95","37,25","1,5","20,8","97,625","4,25","29,8",0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,0,0,0,0,0,0,0,0,11007,0,0,0,0,0,0,0,0
130195,4,6,2,0,0,3,0,0,4,6,2,0,0,3,0,0,0,0,0,"0,175",15,"0,75","1,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130200,3,6,4,0,0,5,2,0,3,6,4,0,0,5,2,0,"2,75","3,5","0,5","0,5","3,25","1,75","3,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0
130210,7,2,6,0,0,5,0,0,7,2,6,0,0,5,0,0,"0,875","4,25",0,"0,75","13,25","1,5","3,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0
130220,3,7,3,0,0,7,0,0,3,7,3,0,0,7,0,0,"0,4","2,25",0,1,"11,25","7,5",2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130230,2,8,4,2,0,4,0,0,2,8,4,2,0,4,0,0,"0,85","0,75",0,"1,25",20,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0
130240,8,13,20,2,0,15,1,0,8,13,20,2,0,15,2,0,"4,95","5,75","0,5","3,5","20,15","3,4","9,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0
130250,12,21,23,0,0,16,9,0,12,21,23,0,0,16,9,0,"10,15","22,25","0,3","15,775","110,85",15,"17,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,0,0,0,0,0,0,0,0,10690,0,0,0,0,0,0,0,0
130255,2,12,3,0,0,3,0,0,2,12,3,0,0,3,0,0,2,"3,325",0,3,6,"9,75","0,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0
130260,768,771,468,102,42,476,133,357,965,991,612,116,50,605,162,526,"2328,425","1113,25","39,825","749,2","2883,675","49,15","467,675",650,21,708,22,9,30,1,2,35,115,1,4,0,0,5,16,251,2748,19,210,920,9196,34,378,3,29,127,1264,4387,10189,345,870,12167,9181,603,1401,47,120,1673,1262,54401,0,345,912,1542,0,1584,4169,73,618071,158,18324,28081,33528,0,9162,30370,4646
130270,11,11,26,0,0,12,0,0,11,11,26,0,0,12,0,0,"9,05","4,5",0,"5,25","21,675","10,75","5,5",0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,0,0,0,0,0,0,0,0,4373,0,0,0,0,0,0,0,0
130280,4,5,5,1,0,5,0,0,4,5,5,1,0,5,0,0,1,"0,75",0,"0,6","8,65","13,3","2,3",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0
130290,15,34,26,0,0,15,0,0,15,34,26,0,0,15,0,0,"5,5","13,25",0,"7,375","45,75",0,"7,25",5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,0,0,0,0,0,0,0,0,5129,0,0,0,0,0,0,0,0
130300,2,8,5,1,0,4,0,0,2,8,5,1,0,4,0,0,"1,45","3,75",0,"1,75","37,25","2,25","1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0
130310,4,12,8,0,1,6,0,0,4,12,8,0,1,6,0,0,"4,225","3,5",0,"2,5","20,75","1,5","3,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,0,0,0,0,0,0,0,2597,0,0,0,0,0,0,0,0
130320,4,4,10,0,0,4,0,0,4,4,10,0,0,4,0,0,"5,125","7,25","0,25","4,8","36,5",0,"8,25",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0
130330,4,11,8,0,1,7,0,0,4,11,8,0,1,7,0,0,"1,4",2,0,"2,75","1,5","24,75",4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0
130340,23,35,42,2,1,34,29,0,23,35,42,2,1,34,29,0,"18,975","17,125",4,"11,25","85,5","11,75","18,25",7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393,0,0,0,0,0,0,0,0,23144,0,0,0,0,0,0,0,0
130350,4,11,6,1,0,5,0,0,4,11,6,1,0,5,0,0,"1,1",2,0,"1,5","22,25","4,25","1,75",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0
130353,3,12,7,2,0,7,0,0,3,12,7,2,0,7,0,0,"20,2","11,75","1,75",12,"47,85",1,"26,6",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,0,0,0,0,0,0,0,0,3426,0,0,0,0,0,0,0,0
130356,6,8,3,0,0,6,0,0,6,8,3,0,0,6,0,0,"8,75","8,75",2,"9,75","35,25","9,75","5,25",1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0
130360,2,8,5,0,0,5,0,0,2,8,5,0,0,5,0,0,"2,6","3,9",0,"5,3","19,5","16,3",5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0
130370,2,10,7,1,0,6,0,0,2,38,7,1,0,6,0,0,"1,525",0,0,"1,25","12,8",0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0
130380,10,23,26,2,3,21,0,0,11,26,28,2,3,21,0,0,"20,225","5,5",2,"8,5","32,8","5,5","11,25",8,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,0,0,0,0,0,0,0,0,4485,0,0,0,0,0,0,0,0
130390,6,7,6,0,0,3,0,0,6,7,6,0,0,3,0,0,"1,65","0,75",0,"4,5","5,5",7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,0,0,0,0,0,0,0,0,3743,0,0,0,0,0,0,0,0
130395,3,8,4,0,0,5,0,0,3,8,4,0,0,5,0,0,"7,375","5,25","0,5","1,25","9,75","8,25",1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0
130400,5,7,4,1,0,4,0,0,5,7,4,1,0,4,0,0,"4,6","3,5",0,"3,25","18,75","0,75","1,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,0,0
130406,10,16,15,3,0,10,4,0,10,16,15,3,0,10,10,0,"23,25","21,1","7,25","19,85","61,15",0,"11,2",12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0,0,0,0,0,0,0,0,6821,0,0,0,0,0,0,0,0
130410,5,14,11,0,0,5,0,0,5,14,11,0,0,5,0,0,2,2,"0,5","2,75","24,75","4,25","5,75",0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130420,11,20,30,3,0,17,2,0,13,22,36,3,0,19,6,0,"7,875",11,"0,5","5,75","75,5","7,5","17,05",2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,0,0,0,0,0,0,0,0,15627,0,0,0,0,0,0,0,0
130423,5,9,10,0,0,9,0,0,5,9,10,0,0,9,0,0,"0,875","4,25",0,"2,25","20,25",0,"5,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0
130426,2,8,5,1,0,5,0,0,2,8,5,1,0,5,0,0,"1,95","3,5",0,"1,25","22,5","0,75",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0,0
