,males,females
0,61,63
1-4,283,289
5-9,458,465
10-14,481,450
15-19,497,408
20-24,365,370
25-29,360,340
30-34,296,277
35-39,306,249
40-44,273,253
45-49,259,212
50-54,181,164
55-59,176,161
60-64,153,137
65-69,122,105
70-74,79,65
75-79,67,46
80-84,34,30
85-89,13,23
90-94,6,15
95-99,3,5
100+,1,1
