,males,females
0,70.0,50.0
1-4,188.0,172.0
5-9,256.0,255.0
10-14,306.0,297.0
15-19,327.0,302.0
20-24,313.0,321.0
25-29,313.0,295.0
30-34,324.0,310.0
35-39,294.0,313.0
40-44,245.0,263.0
45-49,253.0,255.0
50-54,245.0,202.0
55-59,173.0,180.0
60-64,153.0,140.0
65-69,108.0,117.0
70-74,65.0,76.0
75-79,57.0,71.0
80-84,32.0,41.0
85-89,15.0,23.0
90-94,5.0,10.0
95-99,,
100+,,
