,males,females
0,15.0,19.0
1-4,88.0,63.0
5-9,122.0,97.0
10-14,112.0,122.0
15-19,123.0,136.0
20-24,93.0,104.0
25-29,97.0,114.0
30-34,118.0,96.0
35-39,121.0,120.0
40-44,123.0,110.0
45-49,136.0,110.0
50-54,122.0,98.0
55-59,97.0,94.0
60-64,102.0,97.0
65-69,69.0,70.0
70-74,49.0,56.0
75-79,33.0,42.0
80-84,21.0,31.0
85-89,7.0,15.0
90-94,4.0,4.0
95-99,,3.0
100+,,
