,males,females
0,843,857
1-4,3305,3281
5-9,4497,4218
10-14,5172,4953
15-19,4770,4923
20-24,5150,5440
25-29,5388,5580
30-34,4878,4965
35-39,4102,4501
40-44,3916,4121
45-49,3262,3468
50-54,2655,2996
55-59,2074,2187
60-64,1345,1491
65-69,781,850
70-74,427,612
75-79,283,396
80-84,135,247
85-89,54,115
90-94,19,58
95-99,5,19
100+,2,3
