,males,females
0,51,48
1-4,231,216
5-9,308,295
10-14,354,360
15-19,417,343
20-24,317,283
25-29,299,248
30-34,228,285
35-39,245,270
40-44,233,245
45-49,174,204
50-54,143,142
55-59,131,132
60-64,115,144
65-69,108,133
70-74,98,98
75-79,67,64
80-84,55,46
85-89,30,22
90-94,10,17
95-99,3,5
100+,2,1
