,males,females
0,93,82
1-4,451,408
5-9,634,535
10-14,672,689
15-19,571,495
20-24,429,428
25-29,422,405
30-34,354,393
35-39,356,305
40-44,321,310
45-49,307,230
50-54,246,251
55-59,208,232
60-64,209,216
65-69,191,182
70-74,164,164
75-79,86,85
80-84,49,73
85-89,15,36
90-94,12,23
95-99,6,5
100+,1,1
