,males,females
0,125,122
1-4,548,530
5-9,739,686
10-14,808,778
15-19,751,706
20-24,678,669
25-29,563,531
30-34,500,511
35-39,478,475
40-44,403,443
45-49,334,277
50-54,227,230
55-59,199,228
60-64,180,179
65-69,137,129
70-74,93,91
75-79,65,65
80-84,36,45
85-89,27,17
90-94,1,10
95-99,7,3
100+,1,2
