,males,females
0,15.0,27.0
1-4,84.0,65.0
5-9,87.0,116.0
10-14,121.0,95.0
15-19,116.0,118.0
20-24,124.0,125.0
25-29,124.0,102.0
30-34,112.0,122.0
35-39,110.0,97.0
40-44,106.0,107.0
45-49,89.0,87.0
50-54,81.0,58.0
55-59,56.0,50.0
60-64,53.0,52.0
65-69,32.0,41.0
70-74,42.0,34.0
75-79,21.0,19.0
80-84,12.0,13.0
85-89,4.0,4.0
90-94,2.0,3.0
95-99,1.0,2.0
100+,,
