,males,females
0,143,159
1-4,617,599
5-9,827,852
10-14,1043,1058
15-19,1243,1111
20-24,1785,1108
25-29,1307,1142
30-34,1140,1114
35-39,1095,1096
40-44,1040,1115
45-49,1044,1120
50-54,1017,1054
55-59,851,950
60-64,721,790
65-69,562,655
70-74,471,560
75-79,319,410
80-84,194,289
85-89,86,123
90-94,38,43
95-99,7,14
100+,4,1
