,males,females
0,101,117
1-4,493,465
5-9,739,679
10-14,891,846
15-19,951,926
20-24,878,876
25-29,922,882
30-34,869,864
35-39,863,817
40-44,859,880
45-49,917,920
50-54,791,882
55-59,691,775
60-64,571,664
65-69,455,529
70-74,343,404
75-79,198,334
80-84,132,201
85-89,51,102
90-94,29,35
95-99,4,10
100+,3,6
