,males,females
0,173.0,187
1-4,760.0,741
5-9,1050.0,988
10-14,1082.0,1096
15-19,1066.0,1068
20-24,985.0,965
25-29,910.0,923
30-34,901.0,874
35-39,855.0,854
40-44,771.0,776
45-49,706.0,762
50-54,586.0,577
55-59,468.0,553
60-64,408.0,426
65-69,327.0,335
70-74,247.0,270
75-79,169.0,201
80-84,93.0,143
85-89,49.0,51
90-94,12.0,11
95-99,2.0,2
100+,,1
