,males,females
0,97,115
1-4,473,424
5-9,663,640
10-14,753,687
15-19,770,756
20-24,659,656
25-29,576,573
30-34,442,478
35-39,383,378
40-44,353,388
45-49,327,359
50-54,247,338
55-59,229,265
60-64,240,219
65-69,138,203
70-74,167,169
75-79,109,139
80-84,86,100
85-89,58,39
90-94,22,27
95-99,5,11
100+,2,3
