,males,females
0,37.0,25.0
1-4,122.0,97.0
5-9,134.0,147.0
10-14,148.0,158.0
15-19,147.0,144.0
20-24,113.0,106.0
25-29,117.0,107.0
30-34,105.0,89.0
35-39,91.0,89.0
40-44,104.0,72.0
45-49,98.0,69.0
50-54,74.0,81.0
55-59,59.0,58.0
60-64,58.0,30.0
65-69,45.0,39.0
70-74,23.0,24.0
75-79,15.0,24.0
80-84,18.0,5.0
85-89,5.0,7.0
90-94,3.0,4.0
95-99,2.0,
100+,,1.0
