,males,females
0,376,349
1-4,1569,1514
5-9,2277,2134
10-14,2714,2526
15-19,2318,2339
20-24,2119,2125
25-29,2008,2341
30-34,2170,2317
35-39,1980,2081
40-44,1843,1919
45-49,1626,1797
50-54,1411,1453
55-59,1179,1270
60-64,921,1019
65-69,794,815
70-74,595,633
75-79,392,422
80-84,225,311
85-89,100,141
90-94,30,74
95-99,7,22
100+,2,3
