,males,females
0,2071,1937
1-4,7861,7729
5-9,10165,9727
10-14,11944,11686
15-19,12450,12932
20-24,15297,15970
25-29,15511,16621
30-34,13475,15295
35-39,10801,12346
40-44,10429,12151
45-49,10427,12577
50-54,9690,11893
55-59,7818,9528
60-64,5500,7022
65-69,3822,4996
70-74,2746,4095
75-79,1927,3265
80-84,1228,2292
85-89,546,1100
90-94,197,490
95-99,35,166
100+,8,35
