,males,females
0,43.0,34.0
1-4,155.0,125.0
5-9,197.0,161.0
10-14,206.0,173.0
15-19,192.0,196.0
20-24,258.0,184.0
25-29,280.0,218.0
30-34,240.0,188.0
35-39,210.0,192.0
40-44,164.0,131.0
45-49,148.0,99.0
50-54,122.0,104.0
55-59,101.0,70.0
60-64,69.0,82.0
65-69,64.0,43.0
70-74,34.0,40.0
75-79,28.0,34.0
80-84,22.0,20.0
85-89,6.0,14.0
90-94,5.0,2.0
95-99,,1.0
100+,1.0,
