,males,females
0,107,125
1-4,565,506
5-9,782,689
10-14,910,846
15-19,891,768
20-24,748,602
25-29,735,665
30-34,708,633
35-39,605,546
40-44,613,494
45-49,551,508
50-54,510,419
55-59,468,421
60-64,397,339
65-69,322,249
70-74,205,201
75-79,153,119
80-84,82,60
85-89,37,43
90-94,20,19
95-99,4,10
100+,2,2
