,males,females
0,29.0,36.0
1-4,116.0,95.0
5-9,161.0,152.0
10-14,174.0,148.0
15-19,168.0,190.0
20-24,179.0,149.0
25-29,195.0,164.0
30-34,143.0,122.0
35-39,135.0,133.0
40-44,109.0,103.0
45-49,93.0,75.0
50-54,73.0,63.0
55-59,51.0,58.0
60-64,57.0,37.0
65-69,35.0,30.0
70-74,35.0,18.0
75-79,12.0,13.0
80-84,14.0,7.0
85-89,6.0,2.0
90-94,3.0,2.0
95-99,,
100+,,
