,males,females
0,52.0,60
1-4,282.0,226
5-9,384.0,383
10-14,423.0,415
15-19,421.0,444
20-24,357.0,349
25-29,342.0,326
30-34,310.0,315
35-39,273.0,285
40-44,267.0,230
45-49,213.0,196
50-54,214.0,182
55-59,162.0,159
60-64,141.0,140
65-69,112.0,121
70-74,103.0,119
75-79,65.0,69
80-84,39.0,43
85-89,15.0,34
90-94,11.0,17
95-99,,2
100+,1.0,3
