,males,females
0,21,20
1-4,106,118
5-9,164,155
10-14,173,171
15-19,153,118
20-24,144,127
25-29,145,131
30-34,119,161
35-39,135,120
40-44,110,110
45-49,110,98
50-54,93,67
55-59,81,68
60-64,66,54
65-69,59,58
70-74,44,41
75-79,28,32
80-84,13,9
85-89,7,8
90-94,1,4
95-99,1,1
100+,1,1
