,males,females
0,15.0,23.0
1-4,91.0,84.0
5-9,153.0,140.0
10-14,173.0,147.0
15-19,152.0,131.0
20-24,137.0,125.0
25-29,135.0,143.0
30-34,107.0,106.0
35-39,131.0,99.0
40-44,135.0,132.0
45-49,139.0,136.0
50-54,135.0,105.0
55-59,110.0,78.0
60-64,69.0,48.0
65-69,53.0,40.0
70-74,45.0,28.0
75-79,29.0,15.0
80-84,16.0,11.0
85-89,7.0,5.0
90-94,1.0,5.0
95-99,,
100+,,
