,males,females
0,43,32.0
1-4,205,203.0
5-9,274,296.0
10-14,353,330.0
15-19,363,317.0
20-24,309,276.0
25-29,283,240.0
30-34,241,241.0
35-39,245,207.0
40-44,213,219.0
45-49,201,175.0
50-54,129,162.0
55-59,143,116.0
60-64,128,135.0
65-69,100,103.0
70-74,82,83.0
75-79,37,61.0
80-84,24,40.0
85-89,23,24.0
90-94,4,7.0
95-99,2,5.0
100+,1,
