,males,females
0,222.0,251
1-4,943.0,860
5-9,1105.0,1127
10-14,1317.0,1180
15-19,1264.0,1285
20-24,1547.0,1377
25-29,1564.0,1408
30-34,1367.0,1171
35-39,1089.0,1025
40-44,1023.0,947
45-49,908.0,863
50-54,704.0,722
55-59,550.0,591
60-64,450.0,502
65-69,343.0,313
70-74,230.0,277
75-79,136.0,154
80-84,72.0,102
85-89,31.0,57
90-94,11.0,20
95-99,3.0,4
100+,,1
