,males,females
0,139,148
1-4,555,505
5-9,792,782
10-14,883,891
15-19,886,930
20-24,765,739
25-29,724,674
30-34,626,567
35-39,514,539
40-44,504,502
45-49,441,465
50-54,389,392
55-59,325,377
60-64,252,306
65-69,238,273
70-74,192,262
75-79,162,186
80-84,80,96
85-89,40,56
90-94,12,34
95-99,4,3
100+,2,8
