,males,females
0,166.0,142
1-4,585.0,612
5-9,822.0,774
10-14,987.0,979
15-19,975.0,1002
20-24,976.0,895
25-29,888.0,922
30-34,880.0,836
35-39,767.0,789
40-44,732.0,809
45-49,762.0,804
50-54,700.0,668
55-59,542.0,589
60-64,438.0,383
65-69,286.0,345
70-74,259.0,267
75-79,162.0,172
80-84,105.0,118
85-89,51.0,67
90-94,8.0,20
95-99,1.0,5
100+,,1
