,males,females
0,191,155
1-4,866,764
5-9,1290,1202
10-14,1492,1382
15-19,1364,1298
20-24,1223,1177
25-29,1079,1051
30-34,897,933
35-39,800,784
40-44,751,720
45-49,643,675
50-54,520,596
55-59,487,496
60-64,382,403
65-69,365,337
70-74,293,309
75-79,184,210
80-84,121,124
85-89,63,64
90-94,24,29
95-99,8,14
100+,5,3
