,males,females
0,57.0,59.0
1-4,203.0,173.0
5-9,284.0,292.0
10-14,417.0,337.0
15-19,353.0,338.0
20-24,298.0,268.0
25-29,277.0,302.0
30-34,346.0,339.0
35-39,317.0,363.0
40-44,326.0,267.0
45-49,294.0,224.0
50-54,246.0,211.0
55-59,206.0,172.0
60-64,186.0,139.0
65-69,150.0,102.0
70-74,103.0,75.0
75-79,60.0,31.0
80-84,21.0,19.0
85-89,13.0,8.0
90-94,4.0,9.0
95-99,1.0,2.0
100+,,
