,males,females
0,3355,3289
1-4,13080,12517
5-9,16840,16233
10-14,18943,18530
15-19,17822,17967
20-24,20652,20253
25-29,20541,20845
30-34,18454,19115
35-39,15035,15840
40-44,13298,14450
45-49,11887,13115
50-54,10430,11250
55-59,8046,8440
60-64,5088,5488
65-69,3067,3786
70-74,2244,2771
75-79,1367,1845
80-84,760,1217
85-89,327,554
90-94,128,245
95-99,40,71
100+,11,31
