,males,females
0,25.0,21.0
1-4,119.0,94.0
5-9,123.0,117.0
10-14,160.0,134.0
15-19,142.0,150.0
20-24,137.0,129.0
25-29,119.0,130.0
30-34,134.0,131.0
35-39,137.0,125.0
40-44,142.0,132.0
45-49,123.0,119.0
50-54,87.0,90.0
55-59,113.0,94.0
60-64,81.0,74.0
65-69,46.0,49.0
70-74,42.0,48.0
75-79,36.0,24.0
80-84,20.0,19.0
85-89,7.0,10.0
90-94,4.0,
95-99,1.0,2.0
100+,,
