,males,females
0,269,237
1-4,959,929
5-9,1277,1162
10-14,1346,1313
15-19,1276,1184
20-24,1122,1041
25-29,1076,1043
30-34,1071,1001
35-39,955,888
40-44,818,770
45-49,739,674
50-54,556,528
55-59,492,527
60-64,423,344
65-69,314,264
70-74,222,170
75-79,144,128
80-84,93,76
85-89,38,48
90-94,16,28
95-99,10,18
100+,5,1
