,males,females
0,6612,6498
1-4,25929,24832
5-9,33570,32214
10-14,39891,38690
15-19,41344,40346
20-24,48225,48593
25-29,51178,52883
30-34,47315,49301
35-39,40812,43304
40-44,37955,41355
45-49,34630,38876
50-54,31354,35795
55-59,25295,29515
60-64,19059,23211
65-69,13766,16986
70-74,10457,13743
75-79,6832,10260
80-84,4094,7291
85-89,1777,3650
90-94,605,1456
95-99,134,382
100+,31,67
