,males,females
0,34.0,27.0
1-4,129.0,109.0
5-9,220.0,199.0
10-14,269.0,250.0
15-19,217.0,246.0
20-24,216.0,189.0
25-29,195.0,175.0
30-34,184.0,188.0
35-39,186.0,158.0
40-44,210.0,182.0
45-49,186.0,160.0
50-54,148.0,153.0
55-59,161.0,126.0
60-64,113.0,103.0
65-69,86.0,74.0
70-74,52.0,54.0
75-79,41.0,42.0
80-84,20.0,29.0
85-89,10.0,5.0
90-94,1.0,6.0
95-99,,1.0
100+,,
