,males,females
0,22.0,31.0
1-4,108.0,103.0
5-9,141.0,155.0
10-14,172.0,157.0
15-19,184.0,172.0
20-24,142.0,136.0
25-29,153.0,121.0
30-34,134.0,131.0
35-39,140.0,124.0
40-44,134.0,120.0
45-49,110.0,118.0
50-54,95.0,74.0
55-59,85.0,63.0
60-64,56.0,47.0
65-69,51.0,54.0
70-74,36.0,24.0
75-79,27.0,11.0
80-84,15.0,11.0
85-89,4.0,4.0
90-94,2.0,1.0
95-99,,
100+,,
