,males,females
0,2093,1975
1-4,8827,8544
5-9,11619,11209
10-14,13408,13168
15-19,12785,12677
20-24,12803,12604
25-29,12431,13248
30-34,11892,12747
35-39,10986,11941
40-44,10416,11001
45-49,9035,9908
50-54,7720,8464
55-59,5991,6506
60-64,4258,4947
65-69,2947,3549
70-74,2095,2762
75-79,1245,1816
80-84,756,1172
85-89,295,543
90-94,88,180
95-99,18,67
100+,3,13
