,males,females
0,30.0,31
1-4,135.0,101
5-9,182.0,153
10-14,240.0,232
15-19,219.0,189
20-24,193.0,176
25-29,156.0,181
30-34,217.0,209
35-39,208.0,199
40-44,194.0,216
45-49,182.0,190
50-54,166.0,174
55-59,137.0,141
60-64,122.0,159
65-69,110.0,98
70-74,100.0,78
75-79,55.0,67
80-84,37.0,29
85-89,11.0,13
90-94,5.0,5
95-99,2.0,2
100+,,2
