,males,females
0,329,313
1-4,1476,1357
5-9,1960,1755
10-14,2088,1903
15-19,1769,1631
20-24,1461,1344
25-29,1315,1282
30-34,1076,1002
35-39,781,797
40-44,722,664
45-49,606,595
50-54,487,556
55-59,511,503
60-64,418,437
65-69,380,362
70-74,287,241
75-79,196,147
80-84,89,58
85-89,52,57
90-94,13,21
95-99,4,6
100+,2,4
