,males,females
0,98.0,96
1-4,470.0,428
5-9,595.0,544
10-14,681.0,600
15-19,600.0,512
20-24,491.0,443
25-29,438.0,433
30-34,382.0,350
35-39,328.0,273
40-44,296.0,237
45-49,241.0,214
50-54,209.0,172
55-59,160.0,133
60-64,160.0,120
65-69,106.0,102
70-74,84.0,78
75-79,54.0,46
80-84,28.0,26
85-89,14.0,9
90-94,13.0,5
95-99,1.0,1
100+,,1
