,males,females
0,57.0,44.0
1-4,165.0,204.0
5-9,277.0,269.0
10-14,363.0,314.0
15-19,331.0,342.0
20-24,335.0,324.0
25-29,340.0,321.0
30-34,305.0,302.0
35-39,294.0,291.0
40-44,328.0,290.0
45-49,344.0,285.0
50-54,285.0,314.0
55-59,277.0,236.0
60-64,229.0,201.0
65-69,166.0,157.0
70-74,132.0,143.0
75-79,103.0,107.0
80-84,60.0,80.0
85-89,23.0,36.0
90-94,10.0,17.0
95-99,3.0,3.0
100+,,
