,males,females
0,309.0,311
1-4,1420.0,1348
5-9,1867.0,1828
10-14,2174.0,2055
15-19,2225.0,2120
20-24,2321.0,2280
25-29,2398.0,2174
30-34,2089.0,2201
35-39,1972.0,1984
40-44,1848.0,1985
45-49,1842.0,1901
50-54,1546.0,1632
55-59,1287.0,1390
60-64,1082.0,1132
65-69,779.0,931
70-74,651.0,773
75-79,423.0,547
80-84,259.0,426
85-89,125.0,212
90-94,37.0,81
95-99,8.0,11
100+,,4
