,males,females
0,102,88
1-4,387,420
5-9,638,588
10-14,783,749
15-19,795,822
20-24,668,637
25-29,602,646
30-34,573,598
35-39,616,617
40-44,666,744
45-49,748,716
50-54,694,691
55-59,607,640
60-64,532,511
65-69,370,415
70-74,321,334
75-79,200,241
80-84,111,164
85-89,55,89
90-94,21,34
95-99,3,15
100+,1,2
