,males,females
0,183,176
1-4,720,631
5-9,1054,951
10-14,1101,1116
15-19,1023,1035
20-24,1112,1123
25-29,1084,1076
30-34,890,855
35-39,637,582
40-44,588,597
45-49,536,504
50-54,456,463
55-59,397,329
60-64,250,310
65-69,206,250
70-74,174,203
75-79,108,141
80-84,64,107
85-89,38,50
90-94,18,25
95-99,8,13
100+,1,2
