,males,females
0,58,67
1-4,238,237
5-9,392,361
10-14,390,376
15-19,358,378
20-24,363,338
25-29,331,322
30-34,271,260
35-39,218,244
40-44,174,195
45-49,174,205
50-54,150,162
55-59,140,158
60-64,108,140
65-69,98,118
70-74,64,95
75-79,40,57
80-84,33,35
85-89,12,21
90-94,11,19
95-99,4,5
100+,4,2
