,males,females
0,68.0,54
1-4,278.0,273
5-9,320.0,321
10-14,339.0,411
15-19,417.0,424
20-24,535.0,477
25-29,548.0,439
30-34,434.0,418
35-39,383.0,328
40-44,368.0,376
45-49,347.0,361
50-54,345.0,351
55-59,252.0,296
60-64,218.0,257
65-69,188.0,211
70-74,146.0,171
75-79,107.0,136
80-84,82.0,113
85-89,26.0,41
90-94,12.0,19
95-99,1.0,2
100+,,3
