,males,females
0,38.0,28.0
1-4,126.0,117.0
5-9,209.0,192.0
10-14,261.0,255.0
15-19,259.0,239.0
20-24,193.0,191.0
25-29,223.0,203.0
30-34,235.0,266.0
35-39,277.0,247.0
40-44,291.0,280.0
45-49,260.0,236.0
50-54,220.0,224.0
55-59,212.0,217.0
60-64,186.0,196.0
65-69,159.0,160.0
70-74,122.0,131.0
75-79,76.0,119.0
80-84,37.0,54.0
85-89,27.0,22.0
90-94,8.0,14.0
95-99,4.0,4.0
100+,,
