,males,females
0,145.0,109.0
1-4,524.0,521.0
5-9,749.0,656.0
10-14,816.0,710.0
15-19,648.0,621.0
20-24,580.0,543.0
25-29,572.0,513.0
30-34,515.0,493.0
35-39,523.0,392.0
40-44,382.0,338.0
45-49,335.0,262.0
50-54,272.0,220.0
55-59,217.0,193.0
60-64,189.0,139.0
65-69,141.0,77.0
70-74,79.0,64.0
75-79,50.0,28.0
80-84,23.0,24.0
85-89,12.0,16.0
90-94,4.0,2.0
95-99,,
100+,,
