,males,females
0,103.0,120
1-4,495.0,456
5-9,656.0,599
10-14,900.0,835
15-19,909.0,880
20-24,922.0,873
25-29,864.0,843
30-34,806.0,772
35-39,796.0,780
40-44,857.0,758
45-49,701.0,775
50-54,560.0,565
55-59,488.0,415
60-64,323.0,368
65-69,240.0,246
70-74,165.0,195
75-79,92.0,160
80-84,70.0,101
85-89,22.0,62
90-94,10.0,26
95-99,5.0,9
100+,,1
