,males,females
0,12.0,13.0
1-4,44.0,45.0
5-9,50.0,69.0
10-14,68.0,48.0
15-19,91.0,65.0
20-24,78.0,71.0
25-29,64.0,58.0
30-34,66.0,64.0
35-39,85.0,64.0
40-44,67.0,73.0
45-49,71.0,70.0
50-54,50.0,49.0
55-59,56.0,56.0
60-64,70.0,35.0
65-69,36.0,37.0
70-74,34.0,18.0
75-79,17.0,23.0
80-84,10.0,8.0
85-89,,4.0
90-94,1.0,1.0
95-99,,
100+,,
