,males,females
0,38,58
1-4,182,148
5-9,219,237
10-14,262,264
15-19,270,312
20-24,259,267
25-29,302,277
30-34,264,308
35-39,262,282
40-44,303,247
45-49,267,241
50-54,207,209
55-59,186,155
60-64,147,153
65-69,121,127
70-74,90,84
75-79,60,57
80-84,35,42
85-89,15,21
90-94,5,8
95-99,3,7
100+,1,1
