,males,females
0,33.0,30.0
1-4,137.0,105.0
5-9,166.0,178.0
10-14,217.0,195.0
15-19,212.0,194.0
20-24,182.0,187.0
25-29,179.0,195.0
30-34,182.0,166.0
35-39,145.0,162.0
40-44,135.0,150.0
45-49,136.0,151.0
50-54,148.0,123.0
55-59,105.0,116.0
60-64,74.0,81.0
65-69,63.0,65.0
70-74,43.0,58.0
75-79,41.0,40.0
80-84,18.0,40.0
85-89,10.0,20.0
90-94,7.0,3.0
95-99,,
100+,1.0,
