,males,females
0,83.0,83
1-4,346.0,344
5-9,536.0,444
10-14,656.0,633
15-19,667.0,636
20-24,532.0,519
25-29,508.0,507
30-34,568.0,553
35-39,559.0,536
40-44,483.0,456
45-49,506.0,442
50-54,457.0,433
55-59,393.0,422
60-64,360.0,337
65-69,258.0,259
70-74,194.0,245
75-79,163.0,166
80-84,93.0,122
85-89,50.0,62
90-94,18.0,21
95-99,3.0,7
100+,,1
