,males,females
0,143.0,144
1-4,594.0,614
5-9,852.0,799
10-14,973.0,965
15-19,984.0,972
20-24,965.0,926
25-29,999.0,938
30-34,932.0,947
35-39,825.0,852
40-44,753.0,770
45-49,697.0,668
50-54,614.0,676
55-59,523.0,561
60-64,447.0,412
65-69,300.0,326
70-74,244.0,244
75-79,159.0,171
80-84,92.0,86
85-89,32.0,56
90-94,17.0,28
95-99,7.0,8
100+,,5
