,males,females
0,144,131
1-4,558,545
5-9,776,706
10-14,919,942
15-19,977,958
20-24,880,877
25-29,966,945
30-34,920,823
35-39,744,720
40-44,697,673
45-49,554,574
50-54,484,471
55-59,367,426
60-64,316,340
65-69,244,285
70-74,207,285
75-79,153,221
80-84,85,151
85-89,53,80
90-94,30,41
95-99,8,17
100+,1,11
