,males,females
0,35.0,39.0
1-4,131.0,137.0
5-9,219.0,197.0
10-14,255.0,227.0
15-19,248.0,259.0
20-24,247.0,249.0
25-29,219.0,199.0
30-34,215.0,193.0
35-39,196.0,161.0
40-44,196.0,227.0
45-49,219.0,197.0
50-54,186.0,144.0
55-59,138.0,132.0
60-64,100.0,107.0
65-69,90.0,79.0
70-74,55.0,62.0
75-79,37.0,44.0
80-84,23.0,47.0
85-89,13.0,21.0
90-94,2.0,4.0
95-99,,
100+,,
