,males,females
0,5.0,16.0
1-4,67.0,78.0
5-9,90.0,98.0
10-14,134.0,122.0
15-19,122.0,119.0
20-24,87.0,112.0
25-29,115.0,104.0
30-34,105.0,116.0
35-39,131.0,94.0
40-44,125.0,106.0
45-49,123.0,115.0
50-54,115.0,83.0
55-59,72.0,81.0
60-64,74.0,59.0
65-69,67.0,43.0
70-74,56.0,51.0
75-79,29.0,30.0
80-84,18.0,14.0
85-89,9.0,6.0
90-94,,3.0
95-99,,
100+,,
