,males,females
0,20.0,25.0
1-4,121.0,94.0
5-9,157.0,158.0
10-14,198.0,183.0
15-19,199.0,191.0
20-24,160.0,135.0
25-29,161.0,169.0
30-34,150.0,156.0
35-39,150.0,147.0
40-44,152.0,131.0
45-49,101.0,113.0
50-54,97.0,83.0
55-59,78.0,80.0
60-64,77.0,71.0
65-69,60.0,52.0
70-74,63.0,38.0
75-79,28.0,32.0
80-84,27.0,20.0
85-89,13.0,11.0
90-94,3.0,2.0
95-99,2.0,
100+,,
