,males,females
0,271,234
1-4,1168,1085
5-9,1444,1456
10-14,1931,1883
15-19,2033,1908
20-24,1901,1813
25-29,1788,1828
30-34,1684,1820
35-39,1539,1621
40-44,1640,1774
45-49,1729,1782
50-54,1548,1643
55-59,1133,1227
60-64,900,1098
65-69,633,830
70-74,494,654
75-79,336,527
80-84,198,335
85-89,79,158
90-94,37,89
95-99,8,17
100+,2,6
