,males,females
0,36934,35894
1-4,147835,143369
5-9,201020,194739
10-14,236743,229824
15-19,233567,230583
20-24,253163,255544
25-29,269306,281797
30-34,251573,272882
35-39,221671,246860
40-44,205798,233893
45-49,200210,236586
50-54,184247,225882
55-59,152282,197393
60-64,118991,160131
65-69,84926,121277
70-74,66818,104035
75-79,47096,82334
80-84,29702,60528
85-89,12808,30978
90-94,4073,12132
95-99,910,3349
100+,144,619
