,males,females
0,22.0,28.0
1-4,78.0,106.0
5-9,150.0,126.0
10-14,175.0,185.0
15-19,224.0,202.0
20-24,155.0,196.0
25-29,197.0,194.0
30-34,173.0,174.0
35-39,146.0,178.0
40-44,192.0,178.0
45-49,174.0,166.0
50-54,179.0,169.0
55-59,133.0,114.0
60-64,92.0,106.0
65-69,88.0,83.0
70-74,57.0,55.0
75-79,42.0,62.0
80-84,16.0,27.0
85-89,11.0,13.0
90-94,2.0,2.0
95-99,,1.0
100+,,
