,males,females
0,285,286
1-4,1273,1323
5-9,1815,1742
10-14,2094,1865
15-19,2132,2019
20-24,2172,1971
25-29,2205,1973
30-34,1819,1698
35-39,1593,1545
40-44,1382,1356
45-49,1121,1130
50-54,903,945
55-59,768,828
60-64,596,697
65-69,448,547
70-74,367,512
75-79,248,358
80-84,151,242
85-89,96,153
90-94,33,77
95-99,14,27
100+,1,5
