,males,females
0,35.0,30.0
1-4,140.0,143.0
5-9,194.0,233.0
10-14,214.0,237.0
15-19,228.0,195.0
20-24,179.0,195.0
25-29,173.0,149.0
30-34,165.0,150.0
35-39,145.0,132.0
40-44,137.0,117.0
45-49,102.0,117.0
50-54,91.0,69.0
55-59,63.0,69.0
60-64,49.0,62.0
65-69,37.0,48.0
70-74,35.0,40.0
75-79,22.0,31.0
80-84,11.0,13.0
85-89,4.0,12.0
90-94,1.0,4.0
95-99,2.0,2.0
100+,,
