,males,females
0,39,31.0
1-4,161,150.0
5-9,247,208.0
10-14,257,213.0
15-19,242,225.0
20-24,215,224.0
25-29,210,194.0
30-34,159,197.0
35-39,131,129.0
40-44,137,135.0
45-49,136,139.0
50-54,98,116.0
55-59,97,121.0
60-64,70,87.0
65-69,80,54.0
70-74,49,72.0
75-79,36,44.0
80-84,22,35.0
85-89,10,14.0
90-94,9,9.0
95-99,4,2.0
100+,4,
