,males,females
0,158,137
1-4,587,530
5-9,839,877
10-14,1018,947
15-19,1075,1006
20-24,1024,985
25-29,1009,995
30-34,857,833
35-39,790,743
40-44,696,775
45-49,662,574
50-54,529,529
55-59,442,489
60-64,432,454
65-69,343,371
70-74,265,313
75-79,177,213
80-84,117,147
85-89,58,99
90-94,36,59
95-99,16,17
100+,7,6
