,males,females
0,24,25.0
1-4,103,116.0
5-9,146,170.0
10-14,176,187.0
15-19,182,167.0
20-24,148,135.0
25-29,131,132.0
30-34,134,151.0
35-39,132,132.0
40-44,125,133.0
45-49,129,99.0
50-54,118,99.0
55-59,81,72.0
60-64,50,70.0
65-69,59,49.0
70-74,40,45.0
75-79,20,28.0
80-84,20,32.0
85-89,8,14.0
90-94,2,6.0
95-99,2,3.0
100+,1,
